customer_id,customer_name,email,registration_date,customer_type
CUST0090,Bailey Duran DDS,kimberlyjames@example.com,2024-10-21,VIP
CUST0091,Wanda Torres,lynchjody@example.org,2026-03-15,PREMIUM
CUST0092,Matthew Moore,andreamoore@example.com,2025-06-16,PREMIUM
CUST0093,Julie Johnson,jasmine71@example.net,2024-07-14,REGULAR
CUST0094,Rachel Weber,ronaldstephens@example.net,2024-03-05,REGULAR
CUST0095,Samantha Jones,lauralarson@example.net,2024-10-08,REGULAR
CUST0096,John Torres,gbender@example.net,2025-08-23,REGULAR
CUST0097,Kyle Preston,cassandra01@example.org,2026-05-30,VIP
CUST0098,Laura Sampson,barbara27@example.net,2026-04-25,REGULAR
CUST0099,Donald Shea,fwalters@example.org,2025-07-17,PREMIUM
CUST0100,Gary Santiago,marksteele@example.com,2026-05-12,REGULAR
CUST0101,Robin Pierce,qmiller@example.com,2024-01-14,PREMIUM
CUST0102,Jennifer Robertson,sandovalamy@example.com,2023-10-10,REGULAR
CUST0103,Isaiah Avila,nwolf@example.com,2025-11-17,VIP
CUST0104,Dwayne Gilmore,omartinez@example.net,2024-07-23,REGULAR
CUST0105,Emily Smith,hdavis@example.com,2024-01-16,PREMIUM
CUST0106,Brittany Cantu,william46@example.com,2025-07-20,REGULAR
CUST0107,Juan Reyes,michellehill@example.com,2024-12-26,PREMIUM
CUST0108,Katie Hoover,jessica99@example.net,2025-08-16,PREMIUM
CUST0109,Jill Washington,andrea86@example.com,2024-11-28,REGULAR
CUST0110,Veronica Allen,xhall@example.com,2023-09-23,VIP
CUST0111,John Mcintyre,qhughes@example.net,2024-03-10,PREMIUM
CUST0112,Andrew Shaw MD,sawyerscott@example.net,2025-06-26,REGULAR
CUST0113,Charles Pitts,charlesharrington@example.com,2024-12-24,REGULAR
CUST0114,Jennifer Miller,melissa86@example.com,2026-03-17,REGULAR
CUST0115,Olivia Brennan,williamsonjimmy@example.net,2024-10-06,PREMIUM
CUST0116,Nicole Hamilton MD,wallaceheather@example.org,2023-09-27,REGULAR
CUST0117,Anthony Howard,hthomas@example.com,2025-12-13,VIP
CUST0118,Catherine Thompson,pharvey@example.com,2026-01-08,VIP
CUST0119,Joel King,elizabeth74@example.net,2025-11-13,REGULAR
CUST0120,Jeremy Reed,danielle64@example.com,2024-10-29,REGULAR
CUST0121,James Webb,patrickhoward@example.com,2026-07-08,PREMIUM
CUST0122,William Barrett,alan09@example.net,2025-08-27,PREMIUM
CUST0123,Stephanie Parsons,catherinegomez@example.net,2024-05-08,REGULAR
CUST0124,Megan Le,courtneyberger@example.net,2023-09-17,PREMIUM
CUST0125,Jeremiah Riley,christopherphillips@example.net,2025-04-23,PREMIUM
CUST0126,Carlos Ryan,alyssa42@example.com,2025-08-04,VIP
CUST0127,Elizabeth Harrell,mcdonaldcharles@example.org,2026-06-02,VIP
CUST0128,Veronica Coffey,christopher60@example.com,2025-10-28,PREMIUM
CUST0129,Jacob Curry,brenda51@example.net,2024-07-15,PREMIUM
CUST0130,Manuel Hahn,rose31@example.net,2025-07-08,REGULAR
CUST0131,Elizabeth Ortiz,brandonjohnson@example.com,2024-01-14,VIP
CUST0132,Stephen Taylor,vwatson@example.net,2025-11-03,PREMIUM
CUST0133,Patrick Moore,fpena@example.net,2025-04-11,VIP
CUST0134,Diana Vaughn,scottsampson@example.com,2023-12-19,VIP
CUST0135,Mrs. Stephanie Newman,sandersjames@example.org,2025-06-23,VIP
CUST0136,Daniel Fowler,williamsmatthew@example.org,2025-12-11,REGULAR
CUST0137,Ronald Spencer,lisahall@example.org,2026-01-28,REGULAR
CUST0138,Scott Thomas,amberlindsey@example.org,2026-05-09,REGULAR
CUST0139,Bonnie Howard,briannasmith@example.com,2023-10-07,VIP
CUST0140,Jason Wilson,alvarezkimberly@example.net,2026-01-25,VIP
CUST0141,Jonathan Dougherty,acostaregina@example.net,2025-10-05,REGULAR
CUST0142,Mason Johnson,bboone@example.net,2024-01-01,VIP
CUST0143,Theodore Jones Jr.,cameronhill@example.net,2026-01-12,PREMIUM
CUST0144,Erika Vang,shawn96@example.org,2026-07-12,REGULAR
CUST0145,Matthew Rich,russellbeasley@example.com,2024-12-25,PREMIUM
CUST0146,Jennifer Blair,ronald45@example.org,2026-06-18,PREMIUM
CUST0147,Andrea Decker,reynoldsjulie@example.com,2024-02-05,VIP
CUST0148,Laurie Hoffman,elizabeth65@example.net,2025-05-05,PREMIUM
CUST0149,Michelle Schmitt,michael98@example.org,2024-03-14,REGULAR
CUST0150,Courtney Rodriguez,danny49example.org,2025-05-14,REGULAR
CUST0151,Vanessa Cardenas,lynchdiane@example.net,2024-09-05,VIP
CUST0152,Donald Farmer,michael22@example.net,2026-05-04,PREMIUM
CUST0153,Charles Schultz,davisalyssa@example.com,2025-04-30,REGULAR
CUST0154,Christopher Collins,kimberly99@example.org,2023-10-07,REGULAR
CUST0155,Paul Williams,nelsonebony@example.com,2026-02-15,VIP
CUST0156,Donald Fischer,reeddaniel@example.net,2026-06-05,VIP
CUST0157,Kelsey Parker,randallgreene@example.org,2024-05-30,VIP
CUST0158,Daniel Taylor,keith10@example.com,2025-05-16,VIP
CUST0159,James Padilla,charles06@example.org,2025-07-01,PREMIUM
CUST0160,Shannon Johnston,amckinney@example.com,2024-01-12,REGULAR
CUST0161,Vincent Jackson,xcollier@example.org,2025-05-26,REGULAR
CUST0162,Dana Chapman,fosterkyle@example.com,2024-06-26,REGULAR
CUST0163,Christopher Dixon,schmidtjames@example.com,2025-01-13,REGULAR
CUST0164,Sabrina Briggs,curtisscott@example.org,2026-02-07,VIP
CUST0165,Peter Jones,kmarshall@example.net,2025-06-14,PREMIUM
CUST0166,Sonia Day,michelle52@example.com,2023-11-01,VIP
CUST0167,Mark Hogan,bellcharles@example.com,2025-06-19,VIP
CUST0168,Jacob Mitchell,gilbertwilliam@example.com,2026-01-04,REGULAR
CUST0169,Rebecca Huang,kstout@example.net,2024-05-05,PREMIUM
CUST0170,John Hernandez,hayeslisa@example.com,2023-11-26,REGULAR
CUST0171,Carrie Wright,hritterexample.net,2026-02-19,VIP
CUST0172,Jake Campbell,rschroeder@example.net,2023-10-07,REGULAR
CUST0173,Maria Jones,grantpaul@example.com,2026-05-02,VIP
CUST0174,Lindsey Hernandez,aguilardonald@example.com,2024-11-10,VIP
CUST0175,Melissa Myers,collinsnicholasexample.com,2024-02-01,VIP
CUST0176,Sandra Rodgers,lucasrodney@example.com,2023-08-15,VIP
CUST0177,Christopher Lewis,ilee@example.org,2023-11-14,PREMIUM
CUST0178,Richard Romero,stanleynancy@example.net,2024-02-06,REGULAR
CUST0179,Brittany White,jenniferwilliams@example.com,2026-06-02,REGULAR
CUST0180,Tracy Bishop,pyoung@example.com,2025-07-15,REGULAR
CUST0181,Cheyenne Gregory,smurray@example.com,2025-09-06,REGULAR
CUST0182,Tracy Montoya,moniquewilliams@example.com,2025-02-13,VIP
CUST0183,Ashley Singleton,mitchellkathryn@example.com,2025-06-14,VIP
CUST0184,Brittany Kim,lisawilkerson@example.org,2025-04-22,PREMIUM
CUST0185,Jonathan Young,brooksanthony@example.org,2026-04-22,VIP
CUST0186,Charles Johnson,ihorton@example.net,2025-07-15,REGULAR
CUST0187,Aaron Miller,jason28@example.net,2026-02-17,REGULAR
CUST0188,Ashley Roberts,david36@example.net,2026-03-11,REGULAR
CUST0189,Brian Stein,chenbailey@example.net,2024-02-26,PREMIUM
CUST0190,Aaron Gomez,qlopez@example.org,2025-10-08,PREMIUM
CUST0191,Andrea Fox,myerstheodore@example.net,2025-03-09,VIP
CUST0192,Mrs. Alexis Kramer,john19@example.net,2024-12-15,PREMIUM
CUST0193,Harold Morgan,mariacohen@example.net,2025-07-30,VIP
CUST0194,Robin Brown,mjohnson@example.org,2024-05-22,REGULAR
CUST0195,Emily Collins,ihays@example.com,2024-08-14,REGULAR
CUST0196,Matthew Mitchell,glennmartin@example.org,2025-02-08,PREMIUM
CUST0197,James Gonzales,lmorgan@example.com,2026-06-27,REGULAR
CUST0198,Tim Stone PhD,mmiller@example.org,2025-11-11,VIP
CUST0199,Brian Murphy,kirk96@example.org,2026-06-23,PREMIUM
CUST0200,Jeremy Acosta,christina64@example.net,2023-10-15,REGULAR
CUST0201,Mark Cox,stephaniethomas@example.net,2026-06-05,PREMIUM
CUST0202,Amanda Jones,michael90@example.net,2024-03-12,VIP
CUST0203,Tiffany Watson,berryalyssa@example.com,2024-11-17,VIP
CUST0204,Danielle Wilson,victorhughes@example.net,2024-01-16,REGULAR
CUST0205,David Griffin,heather73@example.org,2024-02-13,PREMIUM
CUST0206,Jodi Roach,zosborn@example.net,2024-11-25,PREMIUM
CUST0207,Michelle Pierce,patricia22@example.com,2025-09-15,VIP
CUST0208,William Conner,kristyjohnson@example.net,2025-12-23,VIP
CUST0209,Robert Arnold,jonesraymond@example.net,2025-07-30,PREMIUM
CUST0210,Patricia Morrow,martinezlogan@example.org,2025-06-16,VIP
CUST0211,Joseph Anderson,katrinaanderson@example.net,2023-10-12,VIP
CUST0212,Kelly Torres,marcusfletcher@example.com,2025-10-01,REGULAR
CUST0213,Sarah King,david49@example.net,2023-12-10,REGULAR
CUST0214,Caroline David,georgeweber@example.net,2024-12-23,VIP
CUST0215,Kristy Bryan,millerstacy@example.net,2024-09-01,VIP
CUST0216,Pamela Butler,jimenezcourtney@example.com,2026-04-10,REGULAR
CUST0217,Karen Ballard,eevans@example.net,2023-10-19,REGULAR
CUST0218,Jason Marshall,catherine55@example.net,2025-01-04,PREMIUM
CUST0219,Bianca Wood,floressteven@example.com,2025-06-15,VIP
CUST0220,Brent Roberts,alin@example.org,2024-03-22,VIP
CUST0221,Taylor Griffith,kathrynjimenez@example.net,2025-07-12,VIP
CUST0222,Mr. Alexander Landry MD,jasongomez@example.org,2024-09-27,PREMIUM
CUST0223,Stephen Pena MD,booneryan@example.com,2025-02-05,VIP
CUST0224,Holly Morales,michaelroberts@example.com,2025-09-08,REGULAR
CUST0225,Joshua Bryan,andersoncolin@example.com,2024-12-25,VIP
CUST0226,Holly Thomas,cporter@example.org,2024-02-15,VIP
CUST0227,Regina Stone,catherinerobertson@example.com,2026-02-24,REGULAR
CUST0228,James Jensen,brittney88@example.net,2025-08-16,PREMIUM
CUST0229,Elizabeth Cabrera,mark16@example.net,2024-11-06,REGULAR
CUST0230,Molly Watts,carlsonjoseph@example.net,2026-01-01,REGULAR
CUST0231,Mikayla Silva,alexandriagriffith@example.com,2024-03-03,VIP
CUST0232,Dana Armstrong,leescott@example.com,2024-03-09,PREMIUM
CUST0233,Damon Shaw,vsalas@example.net,2023-10-22,PREMIUM
CUST0234,Kelly Hoffman,ufox@example.org,2025-07-01,VIP
CUST0235,Gloria Gomez,chelsea33@example.com,2025-11-30,VIP
CUST0236,Todd Hendrix,janet75@example.com,2025-01-09,REGULAR
CUST0237,Taylor Griffith,david86@example.com,2025-01-04,VIP
CUST0238,Regina Roberts,stephanie15@example.com,2026-05-02,PREMIUM
CUST0239,John Harris,sarah42@example.org,2026-02-28,REGULAR
CUST0240,Cynthia Williams,danawilliams@example.com,2024-12-12,REGULAR
CUST0241,Ashlee Townsend,oconnelltiffany@example.org,2025-04-10,REGULAR
CUST0242,Shirley Alvarez,katelynmitchell@example.com,2026-04-16,REGULAR
CUST0243,Randy Pearson,amandasharp@example.org,2024-04-14,VIP
CUST0244,Ryan Peck,osbornrandy@example.com,2024-05-02,REGULAR
CUST0245,Tonya Howe,smithashley@example.org,2024-12-19,VIP
CUST0246,William Daniels,ismall@example.net,2025-07-14,VIP
CUST0247,Robert Rivera,twong@example.org,2023-08-08,PREMIUM
CUST0248,Rachel Bradley,gregorychase@example.com,2025-05-12,REGULAR
CUST0249,Angie Caldwell,tinawoods@example.org,2023-07-28,REGULAR
CUST0250,David Molina,kevin90@example.com,2026-04-28,REGULAR
CUST0251,David Contreras,zparker@example.net,2025-09-05,REGULAR
CUST0252,Stacy Carrillo,fowlershelia@example.com,2026-02-26,VIP
CUST0253,Tyler Mendoza,madkins@example.com,2025-04-23,REGULAR
CUST0254,Susan Todd,kathleenbecker@example.net,2023-11-22,REGULAR
CUST0255,Kelsey Cox,brownamy@example.net,2024-05-27,PREMIUM
CUST0256,Brittany Murphy,nwilson@example.net,2026-01-08,VIP
CUST0257,Steven Griffin Jr.,williambryant@example.org,2025-12-02,PREMIUM
CUST0258,Robert Cummings,ascott@example.net,2024-06-20,VIP
CUST0259,Amber Cooper,weaverbrian@example.org,2025-07-20,PREMIUM
CUST0260,Jason Mack,ybrooks@example.com,2025-02-23,VIP
CUST0261,Michael Stanley,desireebailey@example.org,2025-10-29,REGULAR
CUST0262,Cameron Irwin,avilatiffany@example.com,2026-05-29,PREMIUM
CUST0263,Jessica Gray,johnreed@example.com,2024-05-05,REGULAR
CUST0264,Molly Rodriguez,bmendez@example.org,2024-06-02,PREMIUM
CUST0265,Kirk Griffin,sanchezbradley@example.com,2024-07-16,VIP
CUST0266,Nicole Parsons,williamroberts@example.net,2025-12-28,REGULAR
CUST0267,Kyle Chambers,joel28@example.org,2025-04-20,REGULAR
CUST0268,Antonio Fry,conniesimmons@example.com,2023-09-28,REGULAR
CUST0269,Teresa Powers,heather62@example.com,2025-02-21,PREMIUM
CUST0270,Joshua Allen,kevinzimmerman@example.com,2023-10-15,REGULAR
CUST0271,Tracy Grant,paulscott@example.com,2026-04-17,REGULAR
CUST0272,Jerry Watson,brettbennett@example.net,2026-02-08,REGULAR
CUST0273,Benjamin Ballard,timothybooth@example.com,2024-10-30,REGULAR
CUST0274,Alexis Giles,burgesskaren@example.org,2026-07-02,PREMIUM
CUST0275,Christine Herman,kimberly67@example.net,2026-04-20,PREMIUM
CUST0276,Dennis Hunt,zowens@example.net,2025-07-16,PREMIUM
CUST0277,Erica Harris,robert93@example.net,2024-02-29,VIP
CUST0278,Juan Silva,mphillips@example.com,2024-07-09,REGULAR
CUST0279,Roy Porter,jonathan77@example.com,2024-04-04,VIP
CUST0280,Heather Taylor,iwhite@example.net,2023-10-17,REGULAR
CUST0281,Sara Jones,duranrobert@example.net,2024-07-11,PREMIUM
CUST0282,Chris Robinson,nbrooks@example.net,2026-05-18,PREMIUM
CUST0283,Susan Hopkins,smithandrea@example.org,2023-08-12,VIP
CUST0284,Denise Madden,shawheidi@example.com,2024-04-21,VIP
CUST0285,Brent Hernandez,christineking@example.com,2024-09-05,PREMIUM
CUST0286,Angela Chung,scunningham@example.org,2024-10-25,PREMIUM
CUST0287,Sarah Valdez,davisnicholas@example.net,2025-07-26,PREMIUM
CUST0288,Adam Jackson,pbruce@example.com,2025-12-13,VIP
CUST0289,Valerie Jacobson,hallrachel@example.net,2025-12-14,VIP
CUST0290,Anthony Jones,rachel90@example.org,2024-11-17,PREMIUM
CUST0291,Daniel Thomas,thickman@example.org,2025-12-10,VIP
CUST0292,Ruben Price,patrick21@example.net,2025-01-05,PREMIUM
CUST0293,Jeffrey Roberson,cassie99@example.com,2024-12-06,VIP
CUST0294,Donald Riddle,jperez@example.com,2025-05-18,VIP
CUST0295,Kevin James,lauren11@example.com,2024-03-13,PREMIUM
CUST0296,Richard Moore,gstewart@example.org,2023-07-26,PREMIUM
CUST0297,Jill Juarez,andersonjacob@example.com,2025-11-29,REGULAR
CUST0298,Jennifer Johnson,angela99@example.com,2025-03-07,PREMIUM
CUST0299,Jason Maxwell,ashleyjackson@example.com,2024-04-06,PREMIUM
CUST0300,Eric Snyder,jacksonjoshua@example.com,2025-08-08,PREMIUM
CUST0301,Heather Raymond,mwheeler@example.com,2023-12-31,REGULAR
CUST0302,Adam Foster,vbrock@example.com,2024-12-18,VIP
CUST0303,Rodney Curtis,kevinmorrison@example.net,2024-05-25,PREMIUM
CUST0304,Christopher Sanders,kelly79@example.org,2024-12-05,REGULAR
CUST0305,Robert Long,frederickjames@example.net,2024-04-22,VIP
CUST0306,Krista Benton,nhahn@example.com,2024-10-12,REGULAR
CUST0307,Andrea Abbott,ichambers@example.net,2024-10-30,REGULAR
CUST0308,Matthew Espinoza,mjones@example.com,2026-01-07,VIP
CUST0309,Jonathon Knapp,ystephens@example.com,2026-07-11,REGULAR
CUST0310,Kimberly Little,rodriguezjohn@example.net,2025-01-19,REGULAR
CUST0311,Lonnie Hart,vrasmussen@example.com,2023-12-29,REGULAR
CUST0312,David Dixon,seanmyers@example.net,2026-01-17,PREMIUM
CUST0313,Brittany Cuevas,agarcia@example.org,2024-01-14,REGULAR
CUST0314,Monica Bailey,stanley38@example.com,2025-01-09,VIP
CUST0315,Jeffrey Horton,carlos01@example.org,2024-12-31,REGULAR
CUST0316,Megan Martin,zacharyarnold@example.com,2025-12-03,REGULAR
CUST0317,Joel Salinas,jacobsandoval@example.com,2023-09-01,PREMIUM
CUST0318,Sonya Cole,tprice@example.org,2024-06-01,PREMIUM
CUST0319,Michael Flynn,lloydamanda@example.com,2024-12-05,VIP
CUST0320,Brian Lambert,orose@example.com,2026-01-30,VIP
CUST0321,James Wilson,megan92@example.net,2024-10-22,VIP
CUST0322,Leslie Powers,david41@example.org,2025-02-16,VIP
CUST0323,Kayla Barnes,baileyhenderson@example.com,2026-03-31,VIP
CUST0324,Tamara Arias,angelaburns@example.org,2024-05-03,REGULAR
CUST0325,Jerry Brown,stephanie72@example.org,2025-03-05,VIP
CUST0326,Kathy Simpson,cperry@example.com,2024-04-02,PREMIUM
CUST0327,Andre Juarez,antonio38@example.com,2024-04-04,VIP
CUST0328,Krystal Barton,hdunn@example.net,2024-01-11,VIP
CUST0329,Joshua Ritter,wolfscott@example.org,2025-05-08,REGULAR
CUST0330,Ronald Potter,nancy07@example.com,2025-01-09,PREMIUM
CUST0331,Angie Grimes,rowejoel@example.net,2026-01-16,PREMIUM
CUST0332,Shannon Bishop,imartin@example.org,2024-06-03,PREMIUM
CUST0333,Laura Patel,mariopadilla@example.com,2025-12-23,PREMIUM
CUST0334,Scott Duke,taylorkaren@example.com,2023-10-18,VIP
CUST0335,Sharon Martinez DVM,dustinmorris@example.org,2026-06-02,PREMIUM
CUST0336,Charles Chen,ebrooks@example.net,2023-12-09,VIP
CUST0337,Paul Neal,shawn75@example.net,2023-07-21,PREMIUM
CUST0338,Sarah Davis,sreid@example.com,2023-10-24,VIP
CUST0339,Jennifer Donaldson,troymorris@example.com,2024-12-23,PREMIUM
CUST0340,Bianca Phelps,patricia00@example.org,2026-03-16,REGULAR
CUST0341,Julia Martinez,scottsmith@example.com,2024-05-27,PREMIUM
CUST0342,Susan Khan MD,clarence54@example.org,2025-02-14,PREMIUM
CUST0343,Mariah Williams,jessica36@example.net,2023-12-06,VIP
CUST0344,April Woods,brittneystone@example.com,2023-08-01,REGULAR
CUST0345,Greg Martinez,ebenson@example.org,2024-07-07,PREMIUM
CUST0346,Nicholas Garcia,michael42@example.com,2024-02-09,REGULAR
CUST0347,Megan Jones,bishopfrank@example.com,2024-06-12,PREMIUM
CUST0348,Brittany Jenkins,fheath@example.org,2024-02-20,VIP
CUST0349,Leah Cruz,iedwards@example.org,2024-09-20,PREMIUM
CUST0350,Danielle Burke,kimberly04@example.org,2025-09-29,VIP
CUST0351,Chelsea Myers,bowerslaura@example.org,2025-08-24,REGULAR
CUST0352,David Little,ricetiffany@example.com,2024-11-20,PREMIUM
CUST0353,Scott Carroll,amy27@example.org,2023-08-12,REGULAR
CUST0354,Alexis Lewis,fryraymond@example.com,2026-03-20,VIP
CUST0355,Pamela Henderson,imiller@example.net,2026-02-28,PREMIUM
CUST0356,Bradley Miller,terrimoore@example.com,2025-03-15,REGULAR
CUST0357,Pamela Santos,collinssamuel@example.org,2023-10-15,PREMIUM
CUST0358,Tim Wilson,parkerjudith@example.net,2024-04-15,PREMIUM
CUST0359,Michael Miles,tylerreed@example.net,2024-08-23,PREMIUM
CUST0360,Cameron Norman,jessica10@example.com,2025-05-14,VIP
CUST0361,Austin Joseph,crawfordwilliam@example.org,2025-09-01,VIP
CUST0362,Carol Moore,shannonemily@example.org,2024-07-06,PREMIUM
CUST0363,April Trevino,sanchezthomas@example.com,2024-03-07,PREMIUM
CUST0364,Tyler Johnson,pwalker@example.com,2024-11-26,REGULAR
CUST0365,Blake Watson,whitelinda@example.org,2025-03-31,REGULAR
CUST0366,John Campbell,mark87@example.org,2025-02-10,VIP
CUST0367,Justin Torres,stevenvargas@example.com,2024-05-16,VIP
CUST0368,Kimberly Flynn,adamortiz@example.org,2025-11-05,REGULAR
CUST0369,Ryan Wiley,aaron64@example.org,2024-05-31,PREMIUM
CUST0370,Cynthia Vasquez,kaufmandouglas@example.com,2023-12-09,VIP
CUST0371,David Bruce,xhaynes@example.com,2023-11-26,REGULAR
CUST0372,Kathy Walsh,kjones@example.org,2025-05-23,PREMIUM
CUST0373,Bianca Carter,sara65@example.com,2025-06-20,REGULAR
CUST0374,Benjamin Harris,moorefrank@example.com,2024-11-16,VIP
CUST0375,Joshua Oconnell,shannonford@example.org,2023-12-05,PREMIUM
CUST0376,Michael Mckenzie,lewismelissa@example.org,2023-12-06,REGULAR
CUST0377,Tracy Foster,byrdjorge@example.org,2023-09-04,VIP
CUST0378,Sarah Hawkins,codygarcia@example.org,2024-01-22,VIP
CUST0379,Ronald Haas,jamesmorales@example.net,2026-03-23,PREMIUM
CUST0380,Angela Willis,johnsoncaleb@example.net,2025-06-05,REGULAR
